nohup: ignoring input
/home/alanwalker/Project/Data/WebServer1.py:55: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  timestamp = datetime.datetime.utcnow().isoformat()
Starting metrics logger for Web1 with full AI headers...
[2025-10-22T06:30:49.280481] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:11.978300] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:17.009826] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:22.049595] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:27.077339] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:32.104282] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:37.128857] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:42.149764] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:47.176468] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:52.200215] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:51:57.220154] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:52:02.238795] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:52:07.257860] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:12.285785] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:17.306462] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:22.332462] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:52:27.355546] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:32.375875] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:37.409895] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:42.443829] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:47.481142] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:52.511753] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:52:57.532814] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:02.551844] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:07.579140] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:12.600695] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:17.632980] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:22.662207] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:27.682798] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:32.711125] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:37.745066] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:42.783072] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:47.803952] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:52.822458] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:53:57.840092] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:54:02.856737] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:54:07.881637] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:54:12.899026] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:54:17.934909] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:54:22.955946] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:54:27.975087] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:54:32.997150] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:54:38.019962] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:54:43.049810] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:54:48.072704] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:54:53.094254] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:54:58.114524] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:03.137728] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:08.168144] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:13.188417] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:18.219383] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:23.242931] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:55:28.264278] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:33.286559] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:38.307707] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:43.356373] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:55:48.377253] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:53.397603] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:55:58.416841] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:03.439577] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:08.485726] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:13.507509] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:18.531354] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:23.555806] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:28.592623] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:33.620999] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:38.641835] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:56:43.660834] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:48.684366] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:53.720828] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:56:58.747933] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:03.769220] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:08.825908] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:13.846892] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:57:18.867139] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:23.903628] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:57:28.923038] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:33.942532] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:57:38.962234] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:57:43.985894] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:49.010913] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:57:54.041028] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:57:59.057576] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:58:04.074730] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:09.090342] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:14.106884] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:58:19.130980] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:24.153610] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:58:29.172404] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:34.190043] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:39.208491] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:58:44.229899] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:49.250784] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:58:54.273165] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T06:58:59.295284] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:04.319002] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:09.335944] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:14.353093] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:19.384964] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:24.401937] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:29.418221] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:34.436852] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:39.454834] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:44.476369] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:49.492770] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:54.509528] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T06:59:59.526138] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:04.541994] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:09.559479] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:14.576547] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:19.598995] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:24.616386] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:29.633121] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:34.649621] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:39.665604] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:44.688122] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:49.704770] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:54.721441] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:00:59.737731] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:04.754787] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:09.771185] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:14.796894] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:19.814434] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:01:24.831372] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:29.856838] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:01:34.873174] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:39.890590] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:01:44.910972] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:01:49.934138] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:54.969094] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:01:59.986220] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:05.007655] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:02:10.024667] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:15.042729] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:20.060531] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:25.076590] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:02:30.108742] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:35.125047] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:40.144922] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:45.160807] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:50.177563] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:02:55.200437] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:00.217621] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:05.234710] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:03:10.251142] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:15.266904] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:20.283373] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:25.300028] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:30.316792] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:35.333107] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:40.349200] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:45.369150] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:03:50.399828] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:03:55.428317] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:04:00.456434] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:05.481754] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:04:10.504568] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:15.523186] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:20.539254] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:25.556728] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:04:30.582026] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:35.598678] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:04:40.622097] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:45.639612] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:04:50.658317] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:04:55.674425] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:00.690750] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:05.707818] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:10.724022] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:15.741122] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:20.758300] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:05:25.778914] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:30.797756] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:35.814500] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:40.830822] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:05:45.848195] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:05:50.868749] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:05:55.892320] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:06:00.917118] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:05.942667] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:10.960188] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:15.976940] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:20.994343] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:26.012085] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:31.029315] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:36.046289] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:41.064093] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:46.094767] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:51.111490] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:06:56.129231] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:01.148396] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:06.165645] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:11.185332] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:16.205138] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:21.227764] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:07:26.255362] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:31.278742] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:36.304713] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:07:41.359017] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:46.375383] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:51.391705] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:07:56.411073] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:01.433905] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:06.449972] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:11.466834] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:08:16.489604] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:21.507448] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:26.530502] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:31.547942] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:08:36.612319] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:08:41.636085] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:46.654370] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:51.685370] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:08:56.702124] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:01.718542] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:06.734632] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:11.752225] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:09:16.778916] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:21.796923] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:26.813174] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:31.829257] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:36.845406] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:09:41.861888] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:09:46.886547] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:09:51.908552] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:09:56.944002] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:10:01.963411] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:06.979042] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:12.002258] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:10:17.019014] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:22.034811] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:27.052066] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:32.069237] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:37.099292] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:42.117066] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:47.140082] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:52.156442] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:10:57.175306] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:02.191725] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:07.207794] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
[2025-10-22T07:11:12.224717] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:17.242730] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:22.259713] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:27.282208] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:32.299026] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:37.319381] CPU=0.207, MEM=4935680.000, LATENCY=0.000, OVERALL=1606.736
[2025-10-22T07:11:42.336387] CPU=0.207, MEM=4935680.000, LATENCY=0.001, OVERALL=1606.736
