nohup: ignoring input
/home/alanwalker/Project/Data/WebServer2.py:55: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  timestamp = datetime.datetime.utcnow().isoformat()
Starting metrics logger for Web2 with full AI headers...
[2025-10-22T06:30:49.278981] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:51:11.831603] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:16.857744] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:21.907847] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:26.931395] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:31.963171] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:36.993655] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:42.013686] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:47.040520] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:52.075608] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:51:57.097674] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:02.124649] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:07.147297] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:12.177738] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:17.198044] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:22.217848] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:52:27.235644] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:32.256768] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:37.279389] CPU=0.134, MEM=4837376.000, LATENCY=0.003, OVERALL=1574.712
[2025-10-22T06:52:42.324038] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:52:47.372817] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:52:52.410814] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:52:57.428524] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:02.446950] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:07.491841] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:12.510868] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:53:17.531699] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:53:22.552938] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:27.575816] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:32.603587] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:37.623142] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:42.644731] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:47.665693] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:52.691802] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:53:57.717358] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:02.743265] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:54:07.767746] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:54:12.792024] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T06:54:17.818081] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:22.838483] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:27.857730] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:32.888398] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:37.911341] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:42.938118] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:47.958218] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:52.978703] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:54:57.997433] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:03.018512] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:08.056355] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:13.079138] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:18.099600] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:23.119387] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:28.141157] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:33.177240] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:38.199528] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:43.231648] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:48.252866] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:55:53.273663] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:55:58.303422] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:03.331188] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:08.355441] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:13.375666] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:18.396009] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:23.432282] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:28.464257] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:33.484171] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:38.505349] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:43.524039] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:48.552892] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:56:53.579400] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:56:58.600278] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:03.621140] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:08.641670] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:13.671494] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:18.703254] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:57:23.720440] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:28.742250] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:33.762439] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:57:38.790363] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:43.815001] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:48.837356] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:57:53.861395] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:57:58.881265] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:03.900225] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:08.924664] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:58:13.940652] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:58:18.958044] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:23.980649] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:58:28.997454] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T06:58:34.013049] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:39.043403] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:44.063761] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:49.091519] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:54.116917] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:58:59.137797] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:04.156823] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:09.184636] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:14.202935] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:19.220087] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:24.237662] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:59:29.254689] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:34.279145] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:59:39.295473] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:59:44.311478] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:49.327666] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T06:59:54.344468] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T06:59:59.360618] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:00:04.377826] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:00:09.400045] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:00:14.415336] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:00:19.431129] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:00:24.448111] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:00:29.464752] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:00:34.492824] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:00:39.510806] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:00:44.528476] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:00:49.552213] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:00:54.568336] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:00:59.584746] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:04.600753] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:09.618116] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:14.634219] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:19.650665] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:01:24.675050] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:29.700974] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:01:34.722131] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:01:39.747977] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:01:44.775280] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:49.792132] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:01:54.808892] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:01:59.824933] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:02:04.841991] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:02:09.860034] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:02:14.878488] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:02:19.901909] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:02:24.918390] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:02:29.937413] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:02:34.953243] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:02:39.969165] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:02:44.987076] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:02:50.003021] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:02:55.019053] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:03:00.034803] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:03:05.052155] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:03:10.077983] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:03:15.135140] CPU=0.134, MEM=4837376.000, LATENCY=0.002, OVERALL=1574.712
[2025-10-22T07:03:20.153730] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:03:25.175980] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:03:30.192586] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:03:35.208245] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:03:40.230696] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:03:45.247852] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:03:50.267852] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:03:55.290642] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:04:00.312894] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:04:05.337386] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:04:10.354442] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:04:15.371120] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:04:20.388515] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:04:25.406844] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:04:30.425810] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:04:35.442864] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:04:40.462646] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:04:45.481801] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:04:50.499011] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:04:55.515969] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:00.534599] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:05:05.552194] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:05:10.569356] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:15.598738] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:20.621959] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:25.644694] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:30.668397] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:05:35.685998] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:05:40.704708] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:45.727914] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:50.753105] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:05:55.788374] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:00.810810] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:06:05.828037] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:10.844660] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:15.861230] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:20.878426] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:06:25.901267] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:30.917768] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:35.940691] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:06:40.959352] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:06:45.976301] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:50.993643] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:06:56.011284] CPU=0.134, MEM=4837376.000, LATENCY=0.003, OVERALL=1574.712
[2025-10-22T07:07:01.034606] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:06.052851] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:11.080689] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:16.106494] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:07:21.130945] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:26.165851] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:31.184655] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:07:36.201247] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:41.218414] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:07:46.238404] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:51.263110] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:07:56.279377] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:01.295575] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:08:06.311129] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:08:11.326970] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:16.342965] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:21.359450] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:26.377047] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:08:31.393137] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:36.412675] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:41.429297] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:08:46.446248] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:51.462305] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:08:56.478157] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:09:01.494262] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:09:06.520843] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:11.537465] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:09:16.553309] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:09:21.568710] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:09:26.586541] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:31.616663] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:36.637360] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:41.662456] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:46.690752] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:51.707135] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:09:56.725236] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:10:01.743895] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:10:06.760409] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:10:11.775831] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:10:16.793796] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:10:21.810283] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:10:26.834655] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:10:31.852772] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:10:36.871869] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:10:41.888145] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:10:46.904046] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:10:51.921081] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:10:56.937048] CPU=0.134, MEM=4837376.000, LATENCY=0.003, OVERALL=1574.712
[2025-10-22T07:11:01.962789] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:11:07.015108] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:11:12.031559] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.712
[2025-10-22T07:11:17.049798] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:11:22.066661] CPU=0.134, MEM=4837376.000, LATENCY=0.000, OVERALL=1574.711
[2025-10-22T07:11:27.091515] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:11:32.114030] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:11:37.130836] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
[2025-10-22T07:11:42.152808] CPU=0.134, MEM=4837376.000, LATENCY=0.001, OVERALL=1574.712
